2026-01-28 12:19:38,564 - INFO - ========== START CoT with OPRO Dialogue ==========
2026-01-28 12:19:38,564 - INFO - Arguments: {'log_path': './log', 'log_filename': 'nomao_CoT_gpt-4o_3_2.log', 'data_name': 'nomao', 'output_format': 'Code', 'llm_model': 'gpt-4o', 'nl2code': '', 'code_model': 'deepseek-chat', 'enlarge_num': 3, 'iter': 10, 'dialogue_turns': 10, 'task_type': 1, 'seed': 2, 'test_size': 0.2, 'val_size': 0.2, 'ensemble': 1, 'sample_size': 4, 'sample_method': 1, 'demo_format': 0, 'op_type': 2, 'metadata_cat': 3, 'max_tokens': 8192, 'temperature': 1.0}
2026-01-28 12:19:48,369 - INFO - Initial val_acc = 0.9653271434788916
2026-01-28 12:19:48,369 - INFO - Initial test_acc = 0.96938923545626
2026-01-28 12:19:48,369 - INFO - 
================================================================================
2026-01-28 12:19:48,369 - INFO - ========== Iteration 1/10 ==========
2026-01-28 12:19:48,369 - INFO - ================================================================================

2026-01-28 12:19:48,762 - INFO - Initial prompt: You are an expert datascientist working to improve predictions. 
You perform feature engineering that generate additional columns that are useful for a downstream task.

Task: Nomao collects data about places (name, phone, localization...) from many sources. Deduplication consists in detecting what data refer to the same place. Instances in the dataset compare 2 spots. Labels are 1 if the concerned spots must be merged, 2 if they do not refer to the same entity.

Features:
- V1: clean_name_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.0, Median = 1.0, Q3 = 1.0, Mean = 0.6353, Std = 0.4247
2026-01-28 12:47:34,380 - INFO - Turn 9 Val Acc: 0.9646, Test Acc: 0.9704
2026-01-28 12:47:34,381 - INFO - --- Dialogue Turn 10/10 ---
2026-01-28 12:47:42,317 - INFO - HTTP Request: POST  "HTTP/1.1 200 OK"
2026-01-28 12:47:42,320 - INFO - Turn 10 Token Usage: {'prompt_tokens': 12335, 'completion_tokens': 600, 'total_tokens': 12935}
2026-01-28 12:47:42,320 - INFO - Turn 10 LLM Output: Certainly! Let's create a new set of feature engineering to capture different nuances in the data, using different transformations and interactions from previous attempts. Here’s a refined approach with new feature combinations:

python
# Name-Location Overlap Indicator
# Feature description: Calculates the overlap ratio between name and location lev distances, encapsulating mutual similarity.
# Usefulness: This can highlight instances where names and locations are similarly modified, which might indicate the same entity.
df['name_location_overlap'] = (df['V5'] * df['V11']) / (df['V5'] + df['V11'] + 1e-5)

# Consistency across Address Features
# Feature description: Computes median similarity across all address-related features.
# Usefulness: Identifies how solidly address components agree between two records, useful for deduplication.
df['address_consistency_score'] = df[['V25', 'V26', 'V27', 'V28']].median(axis=1)

# Enhanced Location Similarity
# Feature description: Calculates a weighted combination of both intersection and term similarity for location.
# Usefulness: Provides a comprehensive view of location similarity using different distances.
df['enhanced_location_similarity'] = (0.7 * df['city_intersect_max'] + 0.3 * df['city_trigram_term'])

# Temporal Combined Similarity Factor
# Feature description: Applies a decaying function on combined similarity over time differences.
# Usefulness: Adjusts similarity scores to reflect time-based consistency checks.
df['temporal_combined_similarity'] = df['combined_contact_similarity'] * np.exp(-df['coordinates_diff'])

# Combined Geographic and Name
# Feature description: Multiply geographic similarity index by name similarity features.
# Usefulness: To capture how geographic proximity might correlate with name similarity.
df['geo_name_combined'] = df['geographic_similarity_index'] * df['name_city_similarity_interaction']

# Ratio-Based Combined Score
# Feature description: Ratio of trigram similarity between name and location to zip similarity.
# Usefulness: Offers insight into variances in name and location alignment based on zip similarity.
df['trigram_name_location_zip_ratio'] = (df['clean_name_trigram_sim'] + df['city_trigram_sim']) / (1 + df['zip_trigram_sim'])

# Drop less informative or redundant features
# Feature description: Discard features contributing less to model discrimination based on prior attempts analysis.
# Usefulness: Helps reduce noise and improve computational efficiency in model training.
df.drop(columns=['V3', 'V9', 'V42', 'V53', 'V95'], inplace=True)
end

Each feature above is crafted to enhance the capture of duplication indicators among names, addresses, and geographic data. The diversity in feature combinations and transformations should provide robust input to the model, potentially boosting its prediction accuracy. It is also important to validate these results to ensure improved performance.
2026-01-28 12:47:42,336 - INFO - 
--- Code Execution Error Summary ---
2026-01-28 12:47:42,336 - INFO - - Warning: Code block 1 execution failed. Error: 'city_intersect_max'
2026-01-28 12:47:42,340 - INFO - Turn 10 Success Operators:
[]
2026-01-28 12:47:42,344 - INFO - 
--- Code Execution Error Summary ---
2026-01-28 12:47:42,344 - INFO - - Warning: Code block 1 execution failed. Error: 'city_intersect_max'
2026-01-28 12:47:42,349 - INFO - 
--- Code Execution Error Summary ---
2026-01-28 12:47:42,349 - INFO - - Warning: Code block 1 execution failed. Error: 'city_intersect_max'
2026-01-28 12:47:42,351 - INFO - Turn 10 Extracted Metadata: {'V1': 'clean_name_intersect_min', 'V2': 'clean_name_intersect_max', 'V3': 'clean_name_levenshtein_sim', 'V4': 'clean_name_trigram_sim', 'V5': 'clean_name_levenshtein_term', 'V6': 'clean_name_trigram_term', 'V7': 'clean_name_including', 'V8': 'clean_name_equality', 'V9': 'city_intersect_min', 'V10': 'city_intersect_max', 'V11': 'city_levenshtein_sim', 'V12': 'city_trigram_sim', 'V13': 'city_levenshtein_term', 'V14': 'city_trigram_term', 'V15': 'city_including', 'V16': 'city_equality', 'V17': 'zip_intersect_min', 'V18': 'zip_intersect_max', 'V19': 'zip_levenshtein_sim', 'V20': 'zip_trigram_sim', 'V21': 'zip_levenshtein_term', 'V22': 'zip_trigram_term', 'V23': 'zip_including', 'V24': 'zip_equality', 'V25': 'street_intersect_min', 'V26': 'street_intersect_max', 'V27': 'street_levenshtein_sim', 'V28': 'street_trigram_sim', 'V29': 'street_levenshtein_term', 'V30': 'street_trigram_term', 'V31': 'street_including', 'V32': 'street_equality', 'V33': 'website_intersect_min', 'V34': 'website_intersect_max', 'V35': 'website_levenshtein_sim', 'V36': 'website_trigram_sim', 'V37': 'website_levenshtein_term', 'V38': 'website_trigram_term', 'V39': 'website_including', 'V40': 'website_equality', 'V41': 'countryname_intersect_min', 'V42': 'countryname_intersect_max', 'V43': 'countryname_levenshtein_sim', 'V44': 'countryname_trigram_sim', 'V45': 'countryname_levenshtein_term', 'V46': 'countryname_trigram_term', 'V47': 'countryname_including', 'V48': 'countryname_equality', 'V49': 'geocoderlocalityname_intersect_min', 'V50': 'geocoderlocalityname_intersect_max', 'V51': 'geocoderlocalityname_levenshtein_sim', 'V52': 'geocoderlocalityname_trigram_sim', 'V53': 'geocoderlocalityname_levenshtein_term', 'V54': 'geocoderlocalityname_trigram_term', 'V55': 'geocoderlocalityname_including', 'V56': 'geocoderlocalityname_equality', 'V57': 'geocoderinputaddress_intersect_min', 'V58': 'geocoderinputaddress_intersect_max', 'V59': 'geocoderinputaddress_levenshtein_sim', 'V60': 'geocoderinputaddress_trigram_sim', 'V61': 'geocoderinputaddress_levenshtein_term', 'V62': 'geocoderinputaddress_trigram_term', 'V63': 'geocoderinputaddress_including', 'V64': 'geocoderinputaddress_equality', 'V65': 'geocoderoutputaddress_intersect_min', 'V66': 'geocoderoutputaddress_intersect_max', 'V67': 'geocoderoutputaddress_levenshtein_sim', 'V68': 'geocoderoutputaddress_trigram_sim', 'V69': 'geocoderoutputaddress_levenshtein_term', 'V70': 'geocoderoutputaddress_trigram_term', 'V71': 'geocoderoutputaddress_including', 'V72': 'geocoderoutputaddress_equality', 'V73': 'geocoderpostalcodenumber_intersect_min', 'V74': 'geocoderpostalcodenumber_intersect_max', 'V75': 'geocoderpostalcodenumber_levenshtein_sim', 'V76': 'geocoderpostalcodenumber_trigram_sim', 'V77': 'geocoderpostalcodenumber_levenshtein_term', 'V78': 'geocoderpostalcodenumber_trigram_term', 'V79': 'geocoderpostalcodenumber_including', 'V80': 'geocoderpostalcodenumber_equality', 'V81': 'geocodercountrynamecode_intersect_min', 'V82': 'geocodercountrynamecode_intersect_max', 'V83': 'geocodercountrynamecode_levenshtein_sim', 'V84': 'geocodercountrynamecode_trigram_sim', 'V85': 'geocodercountrynamecode_levenshtein_term', 'V86': 'geocodercountrynamecode_trigram_term', 'V87': 'geocodercountrynamecode_including', 'V88': 'geocodercountrynamecode_equality', 'V89': 'phone_diff', 'V90': 'phone_levenshtein', 'V91': 'phone_trigram', 'V92': 'phone_equality', 'V93': 'fax_diff', 'V94': 'fax_levenshtein', 'V95': 'fax_trigram', 'V96': 'fax_equality', 'V97': 'street_number_diff', 'V98': 'street_number_levenshtein', 'V99': 'street_number_trigram', 'V100': 'street_number_equality', 'V101': 'geocode_coordinates_long_diff', 'V102': 'geocode_coordinates_long_levenshtein', 'V103': 'geocode_coordinates_long_trigram', 'V104': 'geocode_coordinates_long_equality', 'V105': 'geocode_coordinates_lat_diff', 'V106': 'geocode_coordinates_lat_levenshtein', 'V107': 'geocode_coordinates_lat_trigram', 'V108': 'geocode_coordinates_lat_equality', 'V109': 'coordinates_long_diff', 'V110': 'coordinates_long_levenshtein', 'V111': 'coordinates_long_trigram', 'V112': 'coordinates_long_equality', 'V113': 'coordinates_lat_diff', 'V114': 'coordinates_lat_levenshtein', 'V115': 'coordinates_lat_trigram', 'V116': 'coordinates_lat_equality', 'V117': 'geocode_coordinates_diff', 'V118': 'coordinates_diff', 'log_transformed_geocode_lat_diff': 'Feature description: Logarithm transformation for geocode latitude and longitude differences to reduce skewness and highlight relative differences.', 'log_transformed_geocode_lon_diff': 'Feature description: Logarithm transformation for geocode latitude and longitude differences to reduce skewness and highlight relative differences.', 'name_city_similarity_interaction': 'Feature description: An interaction term between name similarity and city similarity features.', 'coordinate_ratio': 'Feature description: Ratio of latitude difference divided by longitude difference.', 'combined_contact_similarity': 'Feature description: Mean of phone and fax similarity features to capture an aggregated contact similarity.', 'geographic_similarity_index': 'Feature description: Composite index using geocode and coordinates similarities to cover all aspects of geographic data.'}
2026-01-28 12:47:48,331 - INFO - Turn 10 Val Acc: 0.9647, Test Acc: 0.9703
2026-01-28 12:47:48,331 - INFO - 
=== Dialogue Summary ===
2026-01-28 12:47:48,332 - INFO - Total dialogue turns: 10
2026-01-28 12:47:48,332 - INFO - Best validation accuracy: 0.9663
2026-01-28 12:47:48,332 - INFO - Best test accuracy (from same turn): 0.9695
2026-01-28 12:47:48,332 - INFO - Best turn: 3
2026-01-28 12:47:48,332 - INFO - Total tokens used in dialogue: 129537
2026-01-28 12:47:51,284 - INFO - Best dialogue result - Val Acc: 0.9663, Test Acc: 0.9695
2026-01-28 12:48:29,475 - INFO - Dropped columns: ['V17', 'V24', 'V31', 'V36', 'V37', 'V42', 'V46', 'V48', 'V55', 'V56', 'V63', 'V87', 'V114', 'V116']
2026-01-28 12:48:35,055 - INFO - After selection - Val Acc: 0.9655, Test Acc: 0.9694
2026-01-28 12:48:35,056 - INFO - ops_string = []
2026-01-28 12:48:36,718 - INFO - No improvement: Val Acc stayed at 0.9663 (best from dialogue: 0.9663)
2026-01-28 12:48:36,719 - INFO - Time used for iteration 9: 190.92 seconds
2026-01-28 12:48:36,719 - INFO - Total token usage = 1197586
2026-01-28 12:48:36,719 - INFO - 
================================================================================
2026-01-28 12:48:36,719 - INFO - ========== Iteration 10/10 ==========
2026-01-28 12:48:36,719 - INFO - ================================================================================

2026-01-28 12:48:37,063 - INFO - Initial prompt: You are an expert datascientist working to improve predictions. 
You perform feature engineering that generate additional columns that are useful for a downstream task.

Task: Nomao collects data about places (name, phone, localization...) from many sources. Deduplication consists in detecting what data refer to the same place. Instances in the dataset compare 2 spots. Labels are 1 if the concerned spots must be merged, 2 if they do not refer to the same entity.

Features:
- V3: clean_name_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.3563655, Median = 0.666667, Q3 = 1.0, Mean = 0.6260, Std = 0.3064
- V4: clean_name_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.21263500000000002, Median = 0.666667, Q3 = 1.0, Mean = 0.5605, Std = 0.3707
- V5: clean_name_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.24, Median = 0.470588, Q3 = 0.883484, Mean = 0.5342, Std = 0.3264
- V6: clean_name_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.136364, Median = 0.48, Q3 = 1.0, Mean = 0.5067, Std = 0.3739
- V7: clean_name_including (numerical), range = [1, 2], Q1 = 1.0, Median = 2.0, Q3 = 2.0, Mean = 1.5119, Std = 0.4999
- V8: clean_name_equality (numerical), range = [1, 2], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.2544, Std = 0.4355
- V9: city_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.860946, Median = 0.860946, Q3 = 1.0, Mean = 0.8619, Std = 0.2027
- V10: city_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.82159, Median = 0.82159, Q3 = 1.0, Mean = 0.8229, Std = 0.2092
- V11: city_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.883386, Median = 0.883386, Q3 = 1.0, Mean = 0.8841, Std = 0.1493
- V12: city_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.854119, Median = 0.854119, Q3 = 1.0, Mean = 0.8552, Std = 0.1805
- V13: city_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.869568, Median = 0.869568, Q3 = 1.0, Mean = 0.8704, Std = 0.1624
- V14: city_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.85497, Median = 0.85497, Q3 = 1.0, Mean = 0.8559, Std = 0.1818
- V15: city_including (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 3.0, Mean = 1.6584, Std = 0.9130
- V16: city_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 3.0, Mean = 1.6309, Std = 0.8869
- V17: zip_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.788883, Median = 0.788883, Q3 = 0.788883, Mean = 0.7902, Std = 0.2095
- V18: zip_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.783218, Median = 0.783218, Q3 = 0.783218, Mean = 0.7844, Std = 0.2098
- V19: zip_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.892686, Median = 0.892686, Q3 = 0.892686, Mean = 0.8934, Std = 0.1282
- V20: zip_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.83383, Median = 0.83383, Q3 = 0.83383, Mean = 0.8348, Std = 0.1672
- V21: zip_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.89033, Median = 0.89033, Q3 = 0.89033, Mean = 0.8910, Std = 0.1304
- V22: zip_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.830611, Median = 0.830611, Q3 = 0.830611, Mean = 0.8315, Std = 0.1687
- V23: zip_including (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.4880, Std = 0.8246
- V24: zip_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.4847, Std = 0.8205
- V25: street_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.638456, Median = 0.638456, Q3 = 0.638456, Mean = 0.6393, Std = 0.2193
- V26: street_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.573995, Median = 0.573995, Q3 = 0.573995, Mean = 0.5749, Std = 0.2130
- V27: street_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.688899, Median = 0.688899, Q3 = 0.688899, Mean = 0.6896, Std = 0.1685
- V28: street_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.620578, Median = 0.620578, Q3 = 0.620578, Mean = 0.6214, Std = 0.2057
- V29: street_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.666124, Median = 0.666124, Q3 = 0.666124, Mean = 0.6668, Std = 0.1781
- V30: street_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.587256, Median = 0.587256, Q3 = 0.587256, Mean = 0.5882, Std = 0.2182
- V31: street_including (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.4298, Std = 0.7220
- V32: street_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.3932, Std = 0.6647
- V33: website_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.830529, Median = 0.830529, Q3 = 0.830529, Mean = 0.8303, Std = 0.0579
- V34: website_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.729086, Median = 0.729086, Q3 = 0.729086, Mean = 0.7288, Std = 0.0758
- V35: website_levenshtein_sim (numerical), range = [0.175, 1.0], Q1 = 0.809689, Median = 0.809689, Q3 = 0.809689, Mean = 0.8094, Std = 0.0552
- V36: website_trigram_sim (numerical), range = [0.028219, 1.0], Q1 = 0.778477, Median = 0.778477, Q3 = 0.778477, Mean = 0.7782, Std = 0.0653
- V37: website_levenshtein_term (numerical), range = [0.059702, 1.0], Q1 = 0.752853, Median = 0.752853, Q3 = 0.752853, Mean = 0.7524, Std = 0.0720
- V38: website_trigram_term (numerical), range = [0.025, 1.0], Q1 = 0.70463, Median = 0.70463, Q3 = 0.70463, Mean = 0.7041, Std = 0.0839
- V39: website_including (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 1.0963, Std = 0.3961
- V40: website_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 1.0908, Std = 0.3760
- V41: countryname_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.726359, Median = 0.726359, Q3 = 0.726359, Mean = 0.7266, Std = 0.1827
- V42: countryname_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.726359, Median = 0.726359, Q3 = 0.726359, Mean = 0.7266, Std = 0.1827
- V43: countryname_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.85644, Median = 0.85644, Q3 = 0.85644, Mean = 0.8565, Std = 0.1095
- V44: countryname_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.803013, Median = 0.803013, Q3 = 0.803013, Mean = 0.8031, Std = 0.1395
- V45: countryname_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.855454, Median = 0.855454, Q3 = 0.855454, Mean = 0.8555, Std = 0.1103
- V46: countryname_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.802935, Median = 0.802935, Q3 = 0.802935, Mean = 0.8030, Std = 0.1396
- V47: countryname_including (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 1.2910, Std = 0.6719
- V48: countryname_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 1.2910, Std = 0.6719
- V49: geocoderlocalityname_intersect_min (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9527, Std = 0.2101
- V50: geocoderlocalityname_intersect_max (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9514, Std = 0.2116
- V51: geocoderlocalityname_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9644, Std = 0.1656
- V52: geocoderlocalityname_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9571, Std = 0.1944
- V53: geocoderlocalityname_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9640, Std = 0.1667
- V54: geocoderlocalityname_trigram_term (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9570, Std = 0.1949
- V55: geocoderlocalityname_including (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.9228, Std = 0.3183
- V56: geocoderlocalityname_equality (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.9207, Std = 0.3210
- V57: geocoderinputaddress_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.6, Median = 0.833333, Q3 = 1.0, Mean = 0.7456, Std = 0.2540
- V58: geocoderinputaddress_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.428571, Median = 0.666667, Q3 = 0.833333, Mean = 0.6152, Std = 0.2549
- V59: geocoderinputaddress_levenshtein_sim (numerical), range = [0.030612, 1.0], Q1 = 0.625, Median = 0.8, Q3 = 0.904762, Mean = 0.7484, Std = 0.1931
- V60: geocoderinputaddress_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.545455, Median = 0.752381, Q3 = 0.880952, Mean = 0.6961, Std = 0.2356
- V61: geocoderinputaddress_levenshtein_term (numerical), range = [0.019231, 1.0], Q1 = 0.511628, Median = 0.673469, Q3 = 0.847826, Mean = 0.6619, Std = 0.2260
- V62: geocoderinputaddress_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.423077, Median = 0.659574, Q3 = 0.833333, Mean = 0.6244, Std = 0.2577
- V63: geocoderinputaddress_including (numerical), range = [1, 3], Q1 = 2.0, Median = 2.0, Q3 = 3.0, Mean = 2.3181, Std = 0.4687
- V64: geocoderinputaddress_equality (numerical), range = [1, 3], Q1 = 2.0, Median = 2.0, Q3 = 2.0, Mean = 2.0897, Std = 0.2905
- V65: geocoderoutputaddress_intersect_min (numerical), range = [0.0, 1.0], Q1 = 0.857143, Median = 1.0, Q3 = 1.0, Mean = 0.8931, Std = 0.2039
- V66: geocoderoutputaddress_intersect_max (numerical), range = [0.0, 1.0], Q1 = 0.555556, Median = 1.0, Q3 = 1.0, Mean = 0.7972, Std = 0.2818
- V67: geocoderoutputaddress_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 0.6933925, Median = 1.0, Q3 = 1.0, Mean = 0.8576, Std = 0.2044
- V68: geocoderoutputaddress_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 0.666667, Median = 1.0, Q3 = 1.0, Mean = 0.8355, Std = 0.2351
- V69: geocoderoutputaddress_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 0.666667, Median = 1.0, Q3 = 1.0, Mean = 0.8425, Std = 0.2353
- V70: geocoderoutputaddress_trigram_term (numerical), range = [0.0, 1.0], Q1 = 0.536585, Median = 1.0, Q3 = 1.0, Mean = 0.8064, Std = 0.2731
- V71: geocoderoutputaddress_including (numerical), range = [1, 3], Q1 = 2.0, Median = 3.0, Q3 = 3.0, Mean = 2.7183, Std = 0.4506
- V72: geocoderoutputaddress_equality (numerical), range = [1, 3], Q1 = 2.0, Median = 3.0, Q3 = 3.0, Mean = 2.5774, Std = 0.4947
- V73: geocoderpostalcodenumber_intersect_min (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9150, Std = 0.2576
- V74: geocoderpostalcodenumber_intersect_max (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9125, Std = 0.2589
- V75: geocoderpostalcodenumber_levenshtein_sim (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9622, Std = 0.1340
- V76: geocoderpostalcodenumber_trigram_sim (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9359, Std = 0.1945
- V77: geocoderpostalcodenumber_levenshtein_term (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9640, Std = 0.1292
- V78: geocoderpostalcodenumber_trigram_term (numerical), range = [0.0, 1.0], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 0.9359, Std = 0.1945
- V79: geocoderpostalcodenumber_including (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.6617, Std = 0.6967
- V80: geocoderpostalcodenumber_equality (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.6573, Std = 0.6977
- V87: geocodercountrynamecode_including (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.9214, Std = 0.3883
- V88: geocodercountrynamecode_equality (numerical), range = [1, 3], Q1 = 3.0, Median = 3.0, Q3 = 3.0, Mean = 2.9214, Std = 0.3883
- V89: phone_diff (numerical), range = [0.0, 1.0], Q1 = 0.662489, Median = 0.662489, Q3 = 1.0, Mean = 0.6625, Std = 0.3021
- V90: phone_levenshtein (numerical), range = [0.1, 1.0], Q1 = 0.842344, Median = 0.842344, Q3 = 1.0, Mean = 0.8420, Std = 0.1629
- V91: phone_trigram (numerical), range = [0.0, 1.0], Q1 = 0.76457, Median = 0.76457, Q3 = 1.0, Mean = 0.7642, Std = 0.2225
- V92: phone_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 3.0, Mean = 1.6868, Std = 0.8720
- V93: fax_diff (numerical), range = [0.0, 1.0], Q1 = 0.530065, Median = 0.530065, Q3 = 0.530065, Mean = 0.5297, Std = 0.0785
- V94: fax_levenshtein (numerical), range = [0.1, 1.0], Q1 = 0.760775, Median = 0.760775, Q3 = 0.760775, Mean = 0.7605, Std = 0.0454
- V95: fax_trigram (numerical), range = [0.047619, 1.0], Q1 = 0.647217, Median = 0.647217, Q3 = 0.647217, Mean = 0.6469, Std = 0.0613
- V96: fax_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 1.0, Mean = 1.0378, Std = 0.2486
- V100: street_number_equality (numerical), range = [1, 3], Q1 = 2.0, Median = 2.0, Q3 = 3.0, Mean = 2.4708, Std = 0.5502
- V101: geocode_coordinates_long_diff (numerical), range = [0.008007, 1.0], Q1 = 0.9983315, Median = 0.999975, Q3 = 1.0, Mean = 0.9872, Std = 0.0703
- V102: geocode_coordinates_long_levenshtein (numerical), range = [0.1, 1.0], Q1 = 0.5, Median = 0.7, Q3 = 1.0, Mean = 0.7369, Std = 0.2625
- V103: geocode_coordinates_long_trigram (numerical), range = [0.0, 1.0], Q1 = 0.25, Median = 0.428571, Q3 = 1.0, Mean = 0.6010, Std = 0.3732
- V104: geocode_coordinates_long_equality (numerical), range = [1, 3], Q1 = 2.0, Median = 2.0, Q3 = 3.0, Mean = 2.4544, Std = 0.4984
- V106: geocode_coordinates_lat_levenshtein (numerical), range = [0.1, 1.0], Q1 = 0.6, Median = 0.7, Q3 = 1.0, Mean = 0.7662, Std = 0.2356
- V107: geocode_coordinates_lat_trigram (numerical), range = [0.0, 1.0], Q1 = 0.294118, Median = 0.466667, Q3 = 1.0, Mean = 0.6309, Std = 0.3468
- V108: geocode_coordinates_lat_equality (numerical), range = [1, 3], Q1 = 2.0, Median = 2.0, Q3 = 3.0, Mean = 2.4538, Std = 0.4984
- V109: coordinates_long_diff (numerical), range = [0.02011, 1.0], Q1 = 0.978679, Median = 0.978679, Q3 = 0.99942, Mean = 0.9791, Std = 0.0680
- V110: coordinates_long_levenshtein (numerical), range = [0.0, 1.0], Q1 = 0.60788, Median = 0.60788, Q3 = 0.60788, Mean = 0.6081, Std = 0.1362
- V111: coordinates_long_trigram (numerical), range = [0.0, 1.0], Q1 = 0.357143, Median = 0.396168, Q3 = 0.396168, Mean = 0.3959, Std = 0.1707
- V112: coordinates_long_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.4989, Std = 0.5933
- V114: coordinates_lat_levenshtein (numerical), range = [0.0, 1.0], Q1 = 0.644336, Median = 0.644336, Q3 = 0.644336, Mean = 0.6437, Std = 0.1235
- V115: coordinates_lat_trigram (numerical), range = [0.0, 1.0], Q1 = 0.4, Median = 0.438054, Q3 = 0.438054, Mean = 0.4374, Std = 0.1556
- V116: coordinates_lat_equality (numerical), range = [1, 3], Q1 = 1.0, Median = 1.0, Q3 = 2.0, Mean = 1.4930, Std = 0.5834
