SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,target
4.817,2.0469,0.0,0.0,0.0,0.0,2.0,39.4,2.0,2.0,0.0,0.0,3.573,1.169,10.26,3.0,0.988,1.126,0.0,0.0,0.0,1.215,2.0,0.0,0.0,0.0,2.301,0.0,0.0,0.0,3.268,0.0,1.0,0.0,0.0,3.665,1.967,0.0,8.497,0.0,0.0,0
4.658,2.9363,0.0,0.0,2.0,0.0,2.0,38.1,1.0,1.0,4.0,-0.074,3.314,1.455,9.9,1.0,1.003,1.137,0.0,0.0,0.0,1.239,1.0,0.0,0.0,0.0,2.22,-0.008,0.0,10.556,2.349,0.0,2.0,5.0,3.0,3.658,2.591,2.0,8.311,0.0,0.0,0
5.006,2.3877,1.0,0.0,0.0,0.0,2.0,46.9,1.0,1.0,0.0,0.0,3.828,1.202,10.306,4.0,0.991,1.109,0.0,0.0,0.0,1.295,2.0,0.0,0.0,0.0,2.334,0.0,0.0,0.0,2.163,0.0,0.0,0.0,0.0,3.696,2.075,0.0,8.888,0.0,1.0,0
4.629,4.0061,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,0.086,2.847,1.379,9.312,5.0,1.013,1.139,0.0,0.0,0.0,1.189,0.0,0.0,0.0,0.0,2.053,0.149,0.0,10.19,1.776,0.0,0.0,0.0,0.0,3.523,2.976,0.0,7.747,0.0,0.0,1
4.694,1.7937,1.0,0.0,6.0,0.0,0.0,32.5,0.0,0.0,6.0,0.902,3.673,0.5,10.219,0.0,0.975,1.137,0.0,0.0,0.0,1.228,2.0,0.0,0.0,0.0,2.236,0.0,0.0,0.0,3.872,0.0,0.0,4.0,2.0,3.856,1.75,2.0,8.614,0.0,0.0,0
5.637,2.2966,0.0,0.0,0.0,1.0,0.0,38.5,3.0,0.0,0.0,1.646,3.144,0.853,10.63,0.0,0.964,1.128,0.0,0.0,0.0,1.267,3.0,0.0,0.0,0.0,2.554,-0.006,0.0,0.0,0.986,2.0,0.0,0.0,0.0,3.676,1.658,0.0,8.065,0.0,0.0,1
4.649,2.3407,0.0,1.0,7.0,0.0,3.0,46.2,0.0,0.0,10.0,0.0,3.639,0.521,10.185,0.0,0.994,1.121,0.0,0.0,0.0,1.285,2.0,0.0,0.0,0.0,2.236,0.0,0.0,0.0,3.626,0.0,3.0,8.0,2.0,3.712,2.2,3.0,8.678,0.0,0.0,0
5.119,3.0152,0.0,0.0,6.0,0.0,4.0,45.5,0.0,0.0,6.0,0.0,3.429,0.73,10.265,0.0,0.988,1.121,0.0,0.0,0.0,1.302,3.0,0.0,0.0,0.0,2.394,-0.002,0.0,0.0,1.098,0.0,2.0,4.0,4.0,3.921,2.222,2.0,8.577,0.0,0.0,0
4.782,2.9304,0.0,0.0,0.0,0.0,2.0,43.5,2.0,1.0,0.0,0.0,3.294,1.273,9.947,2.0,0.984,1.117,0.0,0.0,0.0,1.28,1.0,0.0,0.0,0.0,2.251,-0.007,0.0,10.288,1.951,0.0,0.0,0.0,0.0,3.671,2.333,0.0,8.238,0.0,0.0,1
5.377,3.3527,0.0,0.0,0.0,1.0,3.0,37.9,3.0,2.0,0.0,0.0,3.437,1.23,10.559,5.0,0.99,1.129,0.0,0.0,0.0,1.23,1.0,0.0,0.0,0.0,2.375,-0.002,0.0,0.0,1.809,0.0,2.0,0.0,1.0,3.774,2.288,0.0,8.414,0.0,0.0,0
5.13,3.5878,0.0,0.0,0.0,1.0,0.0,32.1,4.0,1.0,0.0,0.0,3.095,1.761,10.106,1.0,0.974,1.141,0.0,0.0,0.0,1.237,0.0,0.0,0.0,0.0,2.175,-0.022,0.0,10.101,2.729,0.0,0.0,0.0,0.0,3.309,2.258,0.0,7.751,0.0,0.0,0
5.096,2.7457,6.0,0.0,0.0,0.0,8.0,52.2,0.0,1.0,0.0,0.0,5.261,0.749,10.806,4.0,1.049,1.058,0.0,0.0,0.0,1.513,2.0,1.0,0.0,0.0,2.396,0.0,1.0,0.0,3.141,0.0,8.0,0.0,0.0,6.954,2.175,0.0,13.369,0.0,6.0,0
4.347,3.0077,0.0,0.0,0.0,0.0,0.0,31.7,1.0,2.0,0.0,-0.071,3.477,2.79,9.619,3.0,0.979,1.142,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,2.017,0.001,0.0,10.797,5.864,0.0,0.0,0.0,0.0,3.357,2.078,0.0,7.954,0.0,0.0,1
5.462,2.4518,1.0,2.0,11.0,2.0,7.0,40.8,6.0,1.0,12.0,0.0,4.195,1.003,11.392,3.0,0.993,1.127,0.0,0.0,0.0,1.298,4.0,0.0,1.0,1.0,2.51,0.0,0.0,0.0,2.826,0.0,3.0,10.0,1.0,4.068,2.171,3.0,9.454,0.0,1.0,0
4.562,4.3417,4.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,-0.198,3.486,0.918,9.184,0.0,1.177,1.101,0.0,0.0,0.0,1.384,0.0,0.0,0.0,0.0,2.0,-0.257,0.0,0.0,1.521,0.0,0.0,0.0,0.0,4.265,3.296,0.0,9.146,0.0,4.0,0
4.461,3.6265,0.0,0.0,8.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,3.242,2.117,9.797,0.0,0.975,1.161,0.0,0.0,0.0,1.182,0.0,0.0,0.0,0.0,2.084,-0.007,0.0,0.0,3.798,0.0,0.0,4.0,0.0,3.216,1.833,3.0,7.767,0.0,0.0,0
5.997,2.1119,6.0,0.0,0.0,3.0,0.0,46.2,0.0,0.0,0.0,0.654,4.268,0.76,11.555,0.0,1.043,1.099,0.0,0.0,0.0,1.378,10.0,0.0,1.0,0.0,2.824,0.0,0.0,0.0,1.013,6.0,0.0,0.0,0.0,4.404,2.366,0.0,9.796,0.0,6.0,0
4.651,2.6738,0.0,0.0,2.0,0.0,1.0,41.7,1.0,2.0,3.0,-0.396,3.482,1.911,9.989,3.0,1.007,1.125,0.0,0.0,0.0,1.256,1.0,0.0,0.0,0.0,2.202,-0.002,0.0,21.674,3.267,0.0,1.0,3.0,1.0,3.611,2.692,1.0,8.461,0.0,0.0,1
4.77,3.1445,0.0,0.0,0.0,0.0,2.0,43.8,0.0,3.0,0.0,-0.986,3.261,1.185,9.882,6.0,1.04,1.117,0.0,0.0,0.0,1.207,1.0,0.0,0.0,0.0,2.236,0.015,0.0,10.231,1.74,0.0,1.0,0.0,2.0,3.712,3.2,0.0,8.3,0.0,0.0,1
4.965,3.6277,1.0,0.0,2.0,0.0,3.0,37.5,0.0,2.0,4.0,0.0,3.52,1.16,10.099,4.0,1.059,1.137,0.0,1.0,0.0,1.249,1.0,0.0,1.0,0.0,2.305,-0.008,0.0,20.482,1.553,0.0,3.0,4.0,2.0,3.969,3.192,2.0,8.892,0.0,1.0,0
4.17,2.9651,0.0,0.0,0.0,0.0,0.0,33.3,2.0,0.0,2.0,0.0,2.499,0.971,8.597,0.0,0.979,1.145,0.0,0.0,0.0,1.271,0.0,0.0,0.0,0.0,1.848,0.368,0.0,0.0,1.542,0.0,0.0,1.0,0.0,3.33,2.767,1.0,7.322,0.0,0.0,1
5.775,1.4888,0.0,0.0,5.0,1.0,10.0,47.9,1.0,3.0,9.0,-0.314,4.579,0.42,11.693,14.0,0.992,1.111,0.0,0.0,0.0,1.286,11.0,0.0,0.0,1.0,2.666,0.0,0.0,13.296,3.124,1.0,5.0,8.0,1.0,4.026,2.024,2.0,9.653,1.0,0.0,0
4.836,5.6969,0.0,0.0,0.0,0.0,0.0,32.5,6.0,6.0,0.0,-0.851,4.293,2.929,10.906,17.0,0.989,1.14,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,2.262,0.0,0.0,37.824,4.685,0.0,0.0,0.0,0.0,3.526,2.268,0.0,8.951,0.0,0.0,1
4.593,2.3348,0.0,0.0,0.0,0.0,0.0,29.6,2.0,1.0,2.0,0.0,3.098,1.461,9.665,0.0,0.981,1.149,0.0,0.0,0.0,1.17,1.0,0.0,0.0,0.0,2.175,0.012,0.0,0.0,2.298,0.0,0.0,3.0,0.0,3.265,1.833,1.0,7.58,0.0,0.0,0
4.607,3.0008,1.0,0.0,0.0,0.0,2.0,41.2,0.0,1.0,0.0,0.0,3.256,1.187,9.631,2.0,0.996,1.105,0.0,0.0,0.0,1.302,1.0,0.0,0.0,0.0,2.194,-0.025,0.0,0.0,1.544,0.0,2.0,0.0,1.0,3.865,2.352,0.0,8.506,0.0,0.0,0
5.393,2.1651,0.0,0.0,0.0,1.0,2.0,47.4,2.0,0.0,0.0,1.199,3.776,0.662,10.741,0.0,0.969,1.109,0.0,0.0,0.0,1.317,2.0,0.0,0.0,0.0,2.366,0.0,0.0,0.0,3.601,0.0,0.0,0.0,0.0,3.697,1.931,0.0,8.77,0.0,0.0,0
5.109,2.4912,4.0,0.0,2.0,0.0,8.0,44.8,0.0,0.0,4.0,0.0,4.178,0.749,10.817,0.0,1.028,1.113,0.0,0.0,0.0,1.336,2.0,0.0,1.0,0.0,2.398,0.0,0.0,0.0,3.174,0.0,6.0,4.0,4.0,4.124,2.488,2.0,9.615,0.0,4.0,0
4.641,2.9372,1.0,0.0,0.0,0.0,2.0,47.4,1.0,0.0,0.0,0.0,3.37,1.261,9.714,0.0,0.986,1.106,0.0,0.0,0.0,1.331,1.0,0.0,1.0,0.0,2.214,0.013,0.0,0.0,1.783,0.0,0.0,0.0,0.0,3.729,2.194,0.0,8.517,0.0,1.0,0
5.076,2.6588,2.0,0.0,0.0,0.0,4.0,54.5,0.0,0.0,0.0,0.0,3.792,0.673,10.327,0.0,1.003,1.089,0.0,0.0,0.0,1.364,2.0,0.0,1.0,0.0,2.363,-0.001,0.0,0.0,2.106,0.0,2.0,0.0,0.0,4.009,2.206,0.0,9.13,0.0,2.0,0
4.912,3.3307,0.0,0.0,0.0,0.0,3.0,42.1,2.0,1.0,0.0,0.0,3.1,0.881,9.863,4.0,0.987,1.12,0.0,0.0,0.0,1.271,1.0,0.0,0.0,0.0,2.264,-0.024,0.0,0.0,0.95,0.0,1.0,0.0,1.0,3.728,2.333,0.0,8.118,0.0,0.0,0
5.511,2.4453,0.0,0.0,0.0,1.0,4.0,45.5,2.0,2.0,0.0,0.0,3.741,0.732,10.806,4.0,0.992,1.113,0.0,0.0,0.0,1.271,2.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,2.731,0.0,2.0,0.0,2.0,3.785,2.348,0.0,8.784,0.0,0.0,0
4.644,3.122,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.238,3.939,3.418,10.195,6.0,0.973,1.138,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,2.094,0.0,0.0,11.181,9.52,0.0,0.0,0.0,0.0,3.525,1.931,0.0,8.459,0.0,0.0,1
4.922,3.5578,0.0,0.0,3.0,0.0,3.0,35.0,0.0,3.0,4.0,0.0,3.45,1.258,10.152,6.0,1.042,1.144,0.0,1.0,0.0,1.195,1.0,0.0,0.0,0.0,2.309,0.005,0.0,20.579,1.768,0.0,3.0,4.0,2.0,3.865,3.042,2.0,8.639,0.0,0.0,0
5.28,2.0284,1.0,0.0,3.0,0.0,4.0,54.5,0.0,3.0,5.0,-0.647,4.44,0.636,11.127,10.0,1.022,1.092,0.0,0.0,0.0,1.327,6.0,1.0,0.0,0.0,2.551,0.0,1.0,25.24,2.585,1.0,2.0,4.0,1.0,6.881,2.525,1.0,11.664,0.0,1.0,0
5.311,3.9327,0.0,0.0,0.0,1.0,0.0,29.0,4.0,2.0,0.0,0.0,3.168,1.823,10.13,6.0,0.984,1.147,0.0,0.0,0.0,1.137,0.0,0.0,0.0,0.0,2.255,0.012,0.0,0.0,2.301,0.0,0.0,0.0,2.0,3.316,2.386,0.0,7.569,0.0,0.0,0
3.879,2.8492,0.0,0.0,0.0,0.0,0.0,29.6,2.0,1.0,0.0,0.0,2.938,2.281,8.743,2.0,0.973,1.146,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,1.902,0.04,0.0,0.0,3.685,0.0,0.0,0.0,0.0,2.997,1.833,0.0,7.135,0.0,0.0,0
4.235,3.3919,0.0,0.0,0.0,0.0,0.0,28.6,2.0,3.0,0.0,-0.255,3.039,1.975,9.118,1.0,1.014,1.149,0.0,0.0,0.0,1.124,0.0,0.0,0.0,0.0,1.962,0.048,0.0,10.129,3.449,0.0,0.0,0.0,0.0,3.35,2.685,0.0,7.677,0.0,0.0,1
5.646,4.7601,4.0,0.0,0.0,2.0,0.0,25.0,2.0,0.0,0.0,0.0,3.647,0.811,10.505,0.0,1.246,1.213,0.0,0.0,2.0,1.216,0.0,0.0,0.0,0.0,2.303,-0.094,0.0,0.0,1.411,0.0,0.0,0.0,0.0,4.281,4.368,0.0,9.233,0.0,6.0,0
3.618,2.2995,2.0,0.0,0.0,0.0,0.0,27.3,2.0,0.0,0.0,0.0,4.081,1.522,7.853,0.0,0.999,1.122,0.0,0.0,0.0,1.43,0.0,1.0,0.0,0.0,1.732,0.319,0.0,0.0,2.094,0.0,0.0,0.0,0.0,6.873,2.0,0.0,12.253,0.0,2.0,0
4.876,3.9788,0.0,0.0,0.0,0.0,0.0,22.7,2.0,5.0,0.0,0.0,3.16,1.761,9.801,6.0,1.043,1.161,0.0,0.0,0.0,1.008,0.0,0.0,0.0,0.0,2.189,-0.027,0.0,0.0,2.313,0.0,0.0,0.0,5.0,3.341,3.7,0.0,7.66,0.0,0.0,1
5.051,1.6237,4.0,2.0,16.0,0.0,14.0,41.9,2.0,8.0,20.0,-2.695,5.032,0.964,11.786,14.0,1.032,1.124,0.0,0.0,0.0,1.265,4.0,0.0,1.0,0.0,2.399,0.0,0.0,50.918,9.592,0.0,12.0,18.0,2.0,4.016,2.595,6.0,10.274,0.0,4.0,0
5.338,2.2854,1.0,0.0,0.0,0.0,9.0,42.9,6.0,4.0,0.0,0.0,4.322,0.662,11.258,15.0,0.994,1.114,0.0,0.0,0.0,1.311,3.0,0.0,0.0,0.0,2.407,0.0,0.0,13.723,2.977,0.0,3.0,0.0,0.0,4.443,2.183,0.0,9.741,0.0,0.0,0
5.077,2.4109,0.0,0.0,0.0,0.0,4.0,47.1,3.0,0.0,0.0,0.0,3.66,0.703,10.481,0.0,0.969,1.11,0.0,0.0,0.0,1.324,2.0,0.0,0.0,0.0,2.366,0.0,0.0,0.0,2.693,0.0,0.0,0.0,0.0,3.76,1.875,0.0,8.68,0.0,0.0,0
4.303,3.1413,0.0,0.0,0.0,0.0,0.0,23.5,2.0,1.0,0.0,0.0,2.587,1.459,8.815,2.0,0.991,1.164,0.0,0.0,0.0,1.072,0.0,0.0,0.0,0.0,1.932,-0.222,0.0,0.0,1.745,0.0,0.0,2.0,1.0,3.128,2.5,1.0,6.959,0.0,0.0,0
3.919,3.2139,0.0,0.0,0.0,0.0,0.0,25.9,1.0,4.0,0.0,0.0,3.201,2.55,9.002,0.0,1.014,1.154,0.0,0.0,0.0,1.091,0.0,0.0,0.0,0.0,1.932,0.015,0.0,0.0,4.489,0.0,0.0,0.0,1.0,3.069,2.5,0.0,7.529,0.0,0.0,1
3.879,2.6274,0.0,0.0,0.0,0.0,0.0,29.6,2.0,1.0,0.0,0.0,2.938,2.281,8.743,1.0,0.973,1.146,0.0,0.0,0.0,1.161,0.0,0.0,0.0,0.0,1.902,0.039,0.0,0.0,3.685,0.0,0.0,0.0,1.0,2.936,2.056,0.0,7.087,0.0,0.0,1
5.096,3.1703,0.0,0.0,0.0,0.0,0.0,40.0,2.0,4.0,0.0,-1.5,3.433,1.124,10.278,10.0,1.042,1.125,0.0,0.0,0.0,1.223,1.0,0.0,0.0,0.0,2.358,0.004,0.0,32.786,1.482,1.0,0.0,0.0,0.0,3.742,3.208,0.0,8.487,0.0,0.0,1
4.887,1.7855,0.0,0.0,2.0,0.0,0.0,31.9,2.0,0.0,6.0,0.0,3.616,0.732,10.577,0.0,0.97,1.145,0.0,0.0,0.0,1.211,2.0,0.0,0.0,0.0,2.329,0.0,0.0,0.0,3.219,4.0,0.0,4.0,4.0,3.374,1.794,2.0,8.174,0.0,0.0,0
5.994,2.4353,7.0,0.0,0.0,3.0,0.0,45.5,0.0,0.0,0.0,0.425,4.296,0.768,11.48,0.0,1.071,1.095,0.0,0.0,0.0,1.384,6.0,0.0,1.0,0.0,2.799,0.0,0.0,0.0,0.955,4.0,0.0,0.0,0.0,4.407,2.58,0.0,9.865,0.0,7.0,0
4.228,3.1334,0.0,0.0,0.0,0.0,0.0,26.3,3.0,2.0,0.0,0.0,2.746,1.557,8.891,0.0,0.998,1.153,0.0,0.0,0.0,1.103,0.0,0.0,0.0,0.0,1.932,0.136,0.0,0.0,2.535,0.0,0.0,0.0,1.0,3.105,2.548,0.0,7.107,0.0,0.0,0
4.17,2.7612,2.0,0.0,0.0,0.0,0.0,27.3,2.0,0.0,0.0,0.0,3.002,0.971,8.597,0.0,1.017,1.141,0.0,0.0,0.0,1.28,0.0,0.0,1.0,0.0,1.848,0.354,0.0,0.0,1.542,0.0,0.0,0.0,0.0,3.755,2.611,0.0,8.35,0.0,2.0,0
4.782,3.0562,0.0,0.0,1.0,0.0,2.0,40.0,0.0,2.0,2.0,-0.896,3.324,1.273,9.947,4.0,1.015,1.129,0.0,0.0,0.0,1.215,1.0,0.0,0.0,0.0,2.251,-0.008,0.0,10.38,1.951,0.0,1.0,2.0,2.0,3.708,2.773,1.0,8.322,0.0,0.0,0
4.791,2.9639,0.0,0.0,0.0,0.0,2.0,45.0,0.0,1.0,0.0,0.0,3.211,1.461,9.725,3.0,0.987,1.114,0.0,0.0,0.0,1.29,1.0,0.0,0.0,0.0,2.231,0.014,0.0,0.0,1.917,0.0,1.0,0.0,1.0,3.661,2.383,0.0,8.14,0.0,0.0,1
4.732,3.0271,0.0,0.0,1.0,0.0,1.0,40.0,0.0,0.0,2.0,0.0,3.08,1.187,9.642,0.0,0.976,1.129,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,2.194,-0.024,0.0,0.0,1.659,0.0,1.0,2.0,0.0,3.601,1.963,1.0,7.982,0.0,0.0,0
5.262,4.373,3.0,0.0,0.0,1.0,0.0,25.0,1.0,2.0,0.0,-1.461,3.438,0.863,10.026,0.0,1.174,1.135,0.0,0.0,1.0,1.244,0.0,0.0,0.0,0.0,2.175,0.161,0.0,9.625,1.435,0.0,0.0,0.0,1.0,4.263,4.036,0.0,9.0,0.0,3.0,0
3.0,2.311,0.0,0.0,0.0,0.0,0.0,28.6,1.0,1.0,0.0,0.0,2.03,0.918,6.594,0.0,1.014,1.149,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,1.414,0.903,0.0,8.806,1.333,0.0,0.0,0.0,0.0,2.991,3.667,0.0,6.578,0.0,0.0,1
4.593,2.9033,0.0,0.0,3.0,0.0,1.0,38.9,0.0,1.0,3.0,-0.536,3.232,1.461,9.665,1.0,1.01,1.136,0.0,0.0,0.0,1.231,1.0,0.0,0.0,0.0,2.175,0.015,0.0,10.28,2.298,0.0,1.0,2.0,3.0,3.601,2.683,2.0,8.2,0.0,0.0,0
4.788,2.7203,0.0,0.0,2.0,0.0,1.0,40.9,0.0,3.0,2.0,-1.424,3.499,1.911,10.014,3.0,1.028,1.127,0.0,0.0,0.0,1.201,1.0,0.0,0.0,0.0,2.23,-0.002,0.0,21.295,3.219,0.0,0.0,2.0,2.0,3.664,3.0,1.0,8.485,0.0,0.0,1
3.732,2.4945,0.0,0.0,0.0,0.0,0.0,22.2,1.0,0.0,2.0,0.0,2.553,1.585,8.16,0.0,0.979,1.171,0.0,0.0,0.0,1.119,0.0,0.0,0.0,0.0,1.802,-0.212,0.0,0.0,2.488,0.0,0.0,2.0,3.0,2.89,2.167,2.0,6.675,0.0,0.0,1
5.313,3.3759,1.0,0.0,2.0,0.0,2.0,35.0,1.0,2.0,2.0,0.0,3.484,1.16,10.388,4.0,1.018,1.125,0.0,0.0,0.0,1.27,1.0,0.0,0.0,0.0,2.311,-0.008,0.0,21.444,1.833,0.0,1.0,1.0,2.0,4.725,2.932,1.0,9.496,0.0,0.0,0
3.902,2.6931,2.0,0.0,0.0,0.0,0.0,30.8,2.0,0.0,0.0,0.0,3.401,2.322,8.881,0.0,0.985,1.139,0.0,0.0,0.0,1.241,0.0,0.0,1.0,0.0,1.919,-0.022,0.0,0.0,4.086,0.0,0.0,0.0,0.0,3.547,2.022,0.0,8.444,0.0,2.0,0
4.347,3.4478,0.0,0.0,1.0,0.0,0.0,30.8,1.0,2.0,2.0,-0.193,3.233,2.3,9.338,4.0,0.998,1.147,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,2.011,0.014,0.0,10.535,4.098,0.0,0.0,1.0,1.0,3.405,2.515,1.0,7.864,0.0,0.0,1
3.942,2.7719,1.0,0.0,0.0,0.0,0.0,31.6,2.0,0.0,0.0,0.0,3.44,2.777,9.207,0.0,0.969,1.141,0.0,0.0,0.0,1.22,0.0,0.0,1.0,0.0,1.95,0.003,0.0,0.0,5.294,0.0,0.0,0.0,0.0,3.542,1.739,0.0,8.127,0.0,1.0,1
4.802,3.0585,1.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,2.0,0.0,3.325,0.0,9.805,0.0,0.996,1.089,0.0,0.0,0.0,1.408,3.0,0.0,0.0,0.0,2.323,0.013,0.0,0.0,0.95,0.0,0.0,2.0,0.0,4.226,2.019,1.0,8.879,0.0,0.0,0
4.958,3.5995,2.0,0.0,1.0,0.0,3.0,42.9,0.0,2.0,2.0,0.0,3.647,1.16,10.099,4.0,1.084,1.117,0.0,1.0,0.0,1.299,1.0,0.0,1.0,0.0,2.303,-0.008,0.0,20.422,1.602,0.0,3.0,2.0,0.0,4.057,3.202,1.0,9.118,0.0,2.0,0
4.825,3.1934,3.0,0.0,0.0,0.0,3.0,46.7,1.0,0.0,0.0,0.0,3.642,1.185,9.902,0.0,1.034,1.1,0.0,0.0,0.0,1.359,1.0,0.0,1.0,0.0,2.263,0.014,0.0,0.0,1.476,0.0,2.0,0.0,0.0,4.054,2.483,0.0,9.085,0.0,3.0,0
5.334,5.7899,0.0,0.0,0.0,1.0,0.0,36.0,4.0,6.0,0.0,-0.95,4.052,2.273,10.952,24.0,1.009,1.133,0.0,0.0,0.0,1.204,0.0,0.0,0.0,0.0,2.328,0.0,0.0,34.898,3.178,0.0,0.0,0.0,0.0,3.593,2.74,0.0,8.991,0.0,0.0,0
5.248,4.2601,3.0,0.0,0.0,0.0,0.0,20.8,0.0,3.0,0.0,-0.08,3.68,1.888,10.249,5.0,1.021,1.133,0.0,0.0,0.0,1.287,0.0,0.0,0.0,0.0,2.229,-0.008,0.0,10.819,3.06,0.0,0.0,1.0,1.0,4.819,2.664,1.0,9.618,0.0,0.0,0
5.494,2.7618,0.0,0.0,0.0,2.0,5.0,42.6,6.0,1.0,0.0,0.0,3.914,1.061,11.182,4.0,0.975,1.119,0.0,0.0,0.0,1.288,2.0,0.0,0.0,0.0,2.483,0.0,0.0,0.0,2.176,0.0,1.0,0.0,1.0,3.888,2.04,0.0,8.961,0.0,0.0,0
4.869,3.0922,2.0,0.0,4.0,0.0,3.0,36.0,0.0,2.0,4.0,-0.393,3.83,1.831,10.363,2.0,1.037,1.135,0.0,0.0,0.0,1.25,1.0,0.0,1.0,0.0,2.296,-0.001,0.0,11.353,3.18,0.0,3.0,3.0,1.0,4.051,2.659,2.0,9.113,0.0,2.0,0
5.287,3.3732,0.0,0.0,9.0,0.0,0.0,35.3,0.0,9.0,9.0,-5.256,4.319,2.346,11.029,21.0,1.043,1.14,0.0,0.0,0.0,1.178,1.0,0.0,0.0,0.0,2.462,0.0,0.0,71.167,3.396,0.0,0.0,3.0,0.0,3.787,3.083,3.0,9.278,0.0,0.0,0
4.97,3.3797,0.0,0.0,0.0,0.0,4.0,40.9,3.0,1.0,0.0,0.0,3.193,0.861,10.06,4.0,0.983,1.123,0.0,0.0,0.0,1.272,1.0,0.0,0.0,0.0,2.307,0.013,0.0,0.0,0.962,0.0,1.0,0.0,1.0,3.774,2.267,0.0,8.239,0.0,0.0,0
5.248,4.9627,0.0,1.0,0.0,2.0,0.0,33.3,4.0,0.0,10.0,0.0,3.388,1.792,10.573,0.0,0.998,1.152,0.0,0.0,0.0,1.257,0.0,0.0,0.0,0.0,2.247,-0.008,0.0,0.0,3.06,0.0,0.0,10.0,0.0,3.648,2.792,4.0,8.44,0.0,0.0,0
3.732,2.3391,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,2.511,1.585,8.16,0.0,0.959,1.145,0.0,0.0,0.0,1.196,0.0,0.0,0.0,0.0,1.802,-0.181,0.0,0.0,2.488,0.0,0.0,0.0,0.0,2.846,1.667,0.0,6.557,0.0,0.0,1
5.382,4.8614,1.0,0.0,0.0,1.0,0.0,20.0,2.0,4.0,0.0,0.0,3.855,1.352,10.182,6.0,1.086,1.162,0.0,0.0,0.0,1.154,0.0,1.0,0.0,0.0,2.264,0.051,0.0,19.844,1.459,0.0,0.0,2.0,2.0,6.88,3.889,1.0,11.599,0.0,1.0,0
4.923,2.4754,1.0,0.0,0.0,0.0,2.0,47.1,0.0,1.0,0.0,0.0,3.392,0.664,9.946,2.0,1.011,1.107,0.0,0.0,0.0,1.271,2.0,0.0,1.0,0.0,2.387,-0.007,0.0,0.0,1.563,0.0,1.0,0.0,0.0,3.922,2.178,0.0,8.669,0.0,1.0,0
4.414,3.0837,0.0,0.0,1.0,0.0,1.0,42.9,0.0,0.0,2.0,0.0,2.868,0.802,9.183,0.0,0.982,1.125,0.0,0.0,0.0,1.282,1.0,0.0,0.0,0.0,2.101,-0.077,0.0,0.0,0.975,0.0,1.0,2.0,2.0,3.557,2.238,1.0,7.79,0.0,0.0,1
5.342,5.7766,4.0,0.0,0.0,1.0,0.0,32.3,4.0,8.0,0.0,-1.429,5.191,4.189,11.504,24.0,0.979,1.135,0.0,0.0,0.0,1.218,0.0,0.0,0.0,0.0,2.338,0.0,0.0,53.149,7.261,0.0,0.0,0.0,0.0,3.663,1.938,0.0,9.972,0.0,0.0,0
5.369,2.3752,5.0,0.0,2.0,1.0,0.0,37.0,1.0,2.0,3.0,-0.557,4.187,1.455,10.969,6.0,1.053,1.115,0.0,0.0,0.0,1.299,3.0,0.0,0.0,0.0,2.504,0.0,0.0,24.195,2.749,2.0,0.0,3.0,0.0,4.311,2.77,1.0,9.635,0.0,4.0,0
4.818,2.9372,0.0,0.0,1.0,0.0,1.0,38.5,2.0,0.0,2.0,0.0,3.249,1.523,9.801,0.0,0.973,1.131,0.0,0.0,0.0,1.251,1.0,0.0,0.0,0.0,2.236,-0.007,0.0,0.0,2.002,0.0,1.0,4.0,0.0,3.603,1.879,1.0,8.063,0.0,0.0,0
4.414,2.2803,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,2.736,0.802,9.183,0.0,0.97,1.149,0.0,0.0,0.0,1.178,1.0,0.0,0.0,0.0,2.101,-0.065,0.0,0.0,0.975,0.0,0.0,2.0,0.0,3.178,1.643,1.0,7.138,0.0,0.0,0
5.236,3.778,5.0,0.0,0.0,0.0,6.0,46.7,1.0,0.0,0.0,0.0,5.013,0.799,10.434,0.0,1.045,1.058,0.0,0.0,0.0,1.58,1.0,1.0,0.0,0.0,2.414,0.004,1.0,0.0,0.873,0.0,5.0,0.0,0.0,6.982,2.146,0.0,13.184,0.0,5.0,0
